Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method
Electronics,361.47,4,,Not Returned,53,Male,City92,Gift Card,Express
Clothing,446.45,5,,Not Returned,57,Male,City30,Gift Card,Next-Day
Electronics,236.4,5,Changed mind,Returned,32,Male,City61,Debit Card,Standard
Electronics,181.96,1,Not as described,Returned,41,Female,City40,Debit Card,Express
Home,304.65,1,,Not Returned,51,Female,City18,Gift Card,Standard
Books,390.5,4,Changed mind,Returned,47,Male,City48,Credit Card,Next-Day
Electronics,44.78,5,Changed mind,Returned,61,Male,City86,Gift Card,Standard
Electronics,90.96,1,,Not Returned,62,Female,City54,Gift Card,Express
Clothing,343.65,1,,Not Returned,53,Female,City38,Credit Card,Express
Electronics,458.86,4,,Not Returned,64,Male,City28,Credit Card,Express
Toys,111.02,3,,Not Returned,61,Female,City100,Gift Card,Express
Clothing,453.57,1,,Not Returned,25,Male,City8,Debit Card,Express
Clothing,85.98,1,,Not Returned,51,Female,City10,Credit Card,Next-Day
Home,268.31,1,,Not Returned,60,Male,City72,Gift Card,Express
Toys,165.53,3,Defective,Returned,18,Male,City92,Debit Card,Express
Clothing,236.66,4,,Not Returned,38,Male,City34,Gift Card,Express
Home,87.75,4,,Not Returned,37,Male,City7,Gift Card,Standard
Home,315.58,5,Defective,Returned,68,Female,City75,Debit Card,Standard
Toys,117.67,1,,Not Returned,48,Male,City22,Gift Card,Express
Clothing,424.87,3,Not as described,Returned,34,Female,City33,Credit Card,Standard
Toys,145.89,2,Changed mind,Returned,37,Male,City46,Gift Card,Standard
Books,404.41,2,,Not Returned,50,Female,City39,Gift Card,Express
Toys,72.24,3,,Not Returned,69,Female,City61,Credit Card,Express
Books,353.87,1,,Not Returned,59,Male,City96,PayPal,Next-Day
Toys,363.3,5,Wrong item,Returned,40,Female,City36,PayPal,Next-Day
Books,288.12,1,,Not Returned,49,Female,City66,Debit Card,Express
Clothing,145.32,3,,Not Returned,67,Male,City46,Debit Card,Next-Day
Home,49.6,3,,Not Returned,67,Male,City26,Debit Card,Standard
Home,499.67,4,Changed mind,Returned,57,Male,City98,PayPal,Express
Electronics,368,1,Not as described,Returned,63,Male,City39,PayPal,Express
Electronics,122.37,1,Not as described,Returned,46,Male,City22,PayPal,Express
Home,21.8,2,Wrong item,Returned,62,Male,City96,PayPal,Express
Toys,412.98,2,,Not Returned,36,Male,City3,Gift Card,Next-Day
Electronics,88.54,1,Wrong item,Returned,46,Male,City15,Gift Card,Standard
Books,328.09,2,Wrong item,Returned,62,Female,City34,Credit Card,Express
Toys,366.28,4,,Not Returned,21,Female,City7,Credit Card,Standard
Clothing,318.91,2,,Not Returned,46,Female,City62,PayPal,Standard
Home,32.81,4,Changed mind,Returned,35,Female,City80,Debit Card,Next-Day
Home,274.71,4,,Not Returned,42,Male,City84,PayPal,Express
Clothing,156.48,5,Wrong item,Returned,34,Male,City71,Gift Card,Next-Day
Books,275.17,5,,Not Returned,27,Female,City63,Credit Card,Next-Day
Home,340.9,1,Defective,Returned,35,Male,City61,PayPal,Standard
Clothing,76.24,3,,Not Returned,44,Female,City39,PayPal,Next-Day
Electronics,32.66,4,,Not Returned,54,Male,City79,Debit Card,Express
Toys,134.74,5,,Not Returned,34,Female,City91,Gift Card,Standard
Electronics,405.55,2,,Not Returned,25,Male,City56,Debit Card,Express
Clothing,6.3,3,Defective,Returned,34,Male,City74,PayPal,Standard
Toys,384.57,5,Not as described,Returned,67,Male,City68,Gift Card,Express
Toys,119.08,2,Defective,Returned,25,Female,City84,PayPal,Standard
Clothing,163.81,2,,Not Returned,70,Male,City57,Credit Card,Next-Day
Electronics,434.98,1,,Not Returned,69,Male,City45,Credit Card,Next-Day
Books,308.48,5,Defective,Returned,45,Female,City59,PayPal,Express
Home,155.99,5,,Not Returned,32,Female,City63,Debit Card,Standard
Electronics,298.09,2,,Not Returned,30,Female,City21,Credit Card,Standard
Electronics,183.36,3,Changed mind,Returned,43,Female,City97,Credit Card,Next-Day
Home,265.26,2,,Not Returned,61,Female,City40,PayPal,Next-Day
Home,105.12,5,,Not Returned,26,Male,City95,Debit Card,Express
Clothing,166.34,5,Not as described,Returned,57,Female,City20,Debit Card,Express
Toys,30.62,3,,Not Returned,49,Female,City53,Gift Card,Standard
Electronics,229.18,3,Changed mind,Returned,67,Male,City22,Gift Card,Next-Day
Clothing,100.7,1,Wrong item,Returned,63,Female,City1,Credit Card,Next-Day
Electronics,181.23,2,Wrong item,Returned,66,Female,City100,Credit Card,Express
Clothing,107.65,4,,Not Returned,32,Male,City8,Gift Card,Express
Books,263.1,5,,Not Returned,47,Male,City9,Gift Card,Standard
Electronics,152.48,3,Not as described,Returned,38,Female,City5,Credit Card,Next-Day
Clothing,182.03,5,Not as described,Returned,47,Male,City40,Gift Card,Standard
Electronics,71.62,4,,Not Returned,48,Female,City93,Debit Card,Next-Day
Toys,279.38,1,,Not Returned,39,Female,City32,PayPal,Next-Day
Home,96.86,1,Wrong item,Returned,70,Female,City18,Debit Card,Standard
Electronics,122.39,5,,Not Returned,36,Male,City32,PayPal,Next-Day
Electronics,57.34,3,Not as described,Returned,32,Female,City57,Debit Card,Next-Day
Toys,131.19,5,,Not Returned,70,Female,City2,Gift Card,Express
Books,336.34,2,,Not Returned,44,Female,City25,Debit Card,Next-Day
Home,405.76,5,Not as described,Returned,40,Male,City70,Debit Card,Standard
Books,113.75,1,Not as described,Returned,36,Female,City23,PayPal,Standard
Clothing,212.23,5,Defective,Returned,39,Female,City77,Debit Card,Standard
Home,324.9,5,Defective,Returned,53,Male,City55,Gift Card,Express
Books,449.8,4,,Not Returned,64,Female,City67,Gift Card,Next-Day
Clothing,245.21,2,Changed mind,Returned,66,Female,City13,Gift Card,Express
Clothing,180.93,4,,Not Returned,65,Female,City47,PayPal,Express
Books,59.35,1,,Not Returned,58,Male,City63,PayPal,Standard
Clothing,108.29,2,Wrong item,Returned,60,Male,City39,Debit Card,Standard
Clothing,164.6,5,Defective,Returned,23,Female,City18,PayPal,Standard
Home,42.57,2,,Not Returned,59,Female,City79,Credit Card,Next-Day
Electronics,84.52,3,,Not Returned,25,Male,City44,Credit Card,Next-Day
Clothing,233.17,2,Wrong item,Returned,53,Male,City17,PayPal,Next-Day
Toys,47.06,3,Wrong item,Returned,37,Male,City34,Credit Card,Standard
Clothing,22.07,3,Changed mind,Returned,40,Female,City11,Credit Card,Express
Toys,276.61,4,,Not Returned,34,Male,City61,Credit Card,Express
Books,397.73,1,,Not Returned,48,Male,City31,Credit Card,Express
Clothing,470.4,4,Not as described,Returned,23,Female,City79,Gift Card,Express
Toys,268.83,5,Not as described,Returned,20,Female,City3,Credit Card,Next-Day
Home,249.08,2,,Not Returned,68,Male,City35,Gift Card,Next-Day
Toys,43.6,5,Wrong item,Returned,37,Male,City4,Credit Card,Next-Day
Clothing,389.88,3,,Not Returned,66,Male,City100,Credit Card,Express
Books,151.29,2,,Not Returned,22,Female,City88,PayPal,Standard
Toys,82.28,4,,Not Returned,29,Male,City45,Gift Card,Express
Clothing,434.96,4,Not as described,Returned,56,Female,City48,Debit Card,Express
Toys,383.42,1,,Not Returned,27,Female,City47,Credit Card,Standard
Home,252.11,2,Changed mind,Returned,46,Male,City53,Credit Card,Next-Day
Electronics,208.6,1,Not as described,Returned,20,Female,City79,Gift Card,Next-Day
Home,335.04,3,Defective,Returned,25,Male,City48,Credit Card,Standard
Books,325.93,5,Defective,Returned,63,Male,City66,Debit Card,Next-Day
Electronics,37.19,4,Wrong item,Returned,32,Female,City15,Gift Card,Express
Electronics,328.79,4,Defective,Returned,18,Female,City10,Debit Card,Next-Day
Books,357.48,3,,Not Returned,40,Female,City3,Debit Card,Standard
Clothing,472.83,5,Not as described,Returned,52,Male,City3,Debit Card,Express
Books,15.02,1,,Not Returned,40,Female,City11,PayPal,Standard
Books,172.83,4,,Not Returned,63,Male,City36,PayPal,Next-Day
Toys,81.01,1,Not as described,Returned,54,Female,City38,Debit Card,Standard
Clothing,283.92,5,Defective,Returned,59,Female,City39,Gift Card,Next-Day
Books,256.2,5,,Not Returned,29,Male,City6,Debit Card,Standard
Clothing,126.56,2,Wrong item,Returned,58,Female,City99,Gift Card,Next-Day
Toys,427.55,2,,Not Returned,48,Female,City13,Debit Card,Express
Clothing,89.8,5,Changed mind,Returned,67,Female,City71,PayPal,Next-Day
Home,112.37,1,,Not Returned,60,Female,City45,PayPal,Next-Day
Toys,448.57,1,,Not Returned,33,Female,City45,PayPal,Express
Books,11,2,Wrong item,Returned,44,Male,City91,Credit Card,Next-Day
Home,489.09,1,,Not Returned,58,Male,City27,Gift Card,Standard
Toys,405.18,2,,Not Returned,62,Male,City8,Gift Card,Next-Day
Home,141.07,2,Not as described,Returned,52,Female,City77,Gift Card,Express
Clothing,328.12,1,,Not Returned,69,Female,City52,Gift Card,Next-Day
Toys,9.77,1,,Not Returned,60,Male,City89,Credit Card,Next-Day
Electronics,404.5,5,Wrong item,Returned,61,Male,City57,Credit Card,Next-Day
Books,423.67,1,Not as described,Returned,59,Male,City45,Debit Card,Express
Clothing,183.18,3,,Not Returned,38,Male,City3,PayPal,Next-Day
Toys,229.53,4,,Not Returned,51,Male,City80,Gift Card,Standard
Books,82.19,1,Not as described,Returned,42,Male,City35,PayPal,Express
Electronics,334.5,1,,Not Returned,50,Male,City98,Credit Card,Express
Electronics,163.51,3,,Not Returned,70,Male,City52,Gift Card,Express
Clothing,191.83,4,Wrong item,Returned,45,Female,City77,Credit Card,Standard
Toys,469.32,1,,Not Returned,60,Male,City42,Debit Card,Express
Toys,48.66,4,Wrong item,Returned,47,Male,City40,PayPal,Express
Electronics,161.69,4,,Not Returned,21,Male,City62,PayPal,Next-Day
Electronics,495.17,3,,Not Returned,36,Male,City50,Gift Card,Express
Toys,131.11,1,,Not Returned,67,Female,City79,PayPal,Standard
Clothing,82.32,1,,Not Returned,30,Male,City15,Debit Card,Express
Clothing,417.2,1,,Not Returned,55,Female,City26,PayPal,Next-Day
Books,329.94,2,,Not Returned,39,Female,City63,Credit Card,Express
Electronics,464.38,5,,Not Returned,24,Female,City78,Credit Card,Standard
Books,105.07,4,,Not Returned,29,Female,City1,Credit Card,Standard
Electronics,439.11,5,,Not Returned,21,Female,City96,Gift Card,Express
Toys,389.69,4,,Not Returned,21,Male,City83,PayPal,Standard
Books,257.41,4,Defective,Returned,63,Male,City13,Gift Card,Next-Day
Electronics,448.24,3,Wrong item,Returned,23,Male,City29,Credit Card,Next-Day
Electronics,326.37,1,Wrong item,Returned,59,Female,City75,Gift Card,Next-Day
Electronics,195.91,1,Not as described,Returned,36,Female,City37,Credit Card,Express
Toys,112.01,3,Wrong item,Returned,67,Male,City89,Credit Card,Standard
Books,10.2,3,,Not Returned,26,Male,City13,Credit Card,Express
Clothing,396.87,1,,Not Returned,22,Male,City6,Debit Card,Next-Day
Books,100.99,2,Changed mind,Returned,68,Male,City12,Debit Card,Express
Electronics,296.14,2,Defective,Returned,36,Male,City43,PayPal,Next-Day
Home,188.35,4,Defective,Returned,69,Male,City90,Debit Card,Express
Clothing,167.88,2,Defective,Returned,55,Female,City17,PayPal,Standard
Clothing,67.14,2,,Not Returned,20,Male,City50,Credit Card,Express
Home,365.19,5,,Not Returned,35,Male,City75,Debit Card,Standard
Toys,132.42,2,,Not Returned,52,Male,City23,Credit Card,Express
Toys,160.19,5,,Not Returned,36,Male,City6,Gift Card,Express
Clothing,338.86,3,,Not Returned,46,Male,City22,Credit Card,Next-Day
Toys,376.89,3,,Not Returned,23,Male,City96,PayPal,Standard
Electronics,197.4,4,Not as described,Returned,57,Male,City6,Gift Card,Next-Day
Clothing,413.31,1,,Not Returned,24,Female,City44,Gift Card,Express
Electronics,64.9,1,Not as described,Returned,57,Female,City13,PayPal,Next-Day
Electronics,321.71,2,,Not Returned,46,Male,City19,Credit Card,Next-Day
Electronics,293.66,5,Wrong item,Returned,53,Female,City91,PayPal,Next-Day
Clothing,133.21,3,,Not Returned,48,Female,City52,Debit Card,Standard
Electronics,360.72,3,Not as described,Returned,29,Male,City90,Credit Card,Express
Clothing,155.5,5,Wrong item,Returned,26,Male,City58,Credit Card,Next-Day
Clothing,370.26,3,Wrong item,Returned,38,Female,City74,Gift Card,Standard
Electronics,195.55,1,,Not Returned,36,Male,City1,Gift Card,Next-Day
Clothing,443.05,4,Changed mind,Returned,38,Male,City20,Debit Card,Express
Toys,304.23,2,Defective,Returned,27,Female,City54,Credit Card,Standard
Books,175.58,1,Defective,Returned,35,Male,City42,Debit Card,Next-Day
Electronics,224.1,3,,Not Returned,49,Female,City11,PayPal,Express
Electronics,353.79,4,Wrong item,Returned,18,Male,City95,Credit Card,Next-Day
Electronics,242.75,4,,Not Returned,42,Male,City89,PayPal,Standard
Books,203.76,3,Wrong item,Returned,49,Male,City77,Gift Card,Next-Day
Toys,63.84,2,Defective,Returned,45,Female,City99,Gift Card,Next-Day
Toys,88.5,4,Changed mind,Returned,21,Male,City83,Credit Card,Express
Books,365.21,1,,Not Returned,38,Male,City72,Debit Card,Express
Home,87.32,2,,Not Returned,55,Female,City82,Debit Card,Standard
Books,149.97,3,,Not Returned,46,Male,City49,Debit Card,Express
Electronics,464.97,3,,Not Returned,50,Male,City94,PayPal,Next-Day
Toys,225.95,2,,Not Returned,54,Male,City94,Credit Card,Standard
Home,209.97,4,Not as described,Returned,30,Male,City42,Credit Card,Standard
Toys,356.37,4,,Not Returned,42,Male,City86,PayPal,Standard
Books,247.18,2,,Not Returned,51,Female,City59,Debit Card,Express
Electronics,178.12,4,,Not Returned,53,Male,City85,Credit Card,Next-Day
Clothing,326.16,3,Changed mind,Returned,58,Female,City37,Credit Card,Next-Day
Home,166.94,5,Defective,Returned,18,Male,City23,Gift Card,Express
Electronics,111.12,1,Wrong item,Returned,23,Female,City97,Credit Card,Express
Toys,412.55,1,Not as described,Returned,70,Male,City1,PayPal,Standard
Clothing,39.45,4,,Not Returned,25,Female,City88,Credit Card,Standard
Home,268.58,1,,Not Returned,69,Female,City52,PayPal,Express
Toys,304.86,2,Not as described,Returned,37,Male,City39,Debit Card,Next-Day
Home,417.77,1,Defective,Returned,47,Female,City95,Credit Card,Express
Toys,410.26,2,,Not Returned,41,Female,City53,Credit Card,Express
Electronics,63.7,5,,Not Returned,20,Female,City16,PayPal,Standard
Home,190.11,4,Defective,Returned,59,Female,City53,Debit Card,Next-Day
Toys,159.42,3,Not as described,Returned,42,Male,City4,Gift Card,Express
Clothing,490.93,3,,Not Returned,22,Male,City32,Debit Card,Express
Clothing,475.84,5,Not as described,Returned,65,Male,City47,Credit Card,Express
Toys,328.66,3,,Not Returned,61,Male,City75,Gift Card,Standard
Books,223.03,3,Changed mind,Returned,50,Male,City99,Debit Card,Express
Home,337.62,1,Defective,Returned,19,Male,City32,Debit Card,Express
Electronics,347.42,2,,Not Returned,19,Male,City33,Credit Card,Next-Day
Electronics,178.21,3,Defective,Returned,35,Male,City72,PayPal,Next-Day
Books,257.29,1,Changed mind,Returned,62,Female,City87,Debit Card,Next-Day
Electronics,412.69,2,,Not Returned,52,Male,City2,Debit Card,Express
Books,72.39,3,Defective,Returned,39,Male,City7,PayPal,Express
Books,429.23,2,,Not Returned,23,Male,City57,PayPal,Express
Home,297.58,2,,Not Returned,58,Female,City56,Gift Card,Express
Books,286.41,3,Wrong item,Returned,66,Female,City59,PayPal,Express
Toys,71.36,3,,Not Returned,27,Male,City59,PayPal,Standard
Clothing,234.67,3,Changed mind,Returned,33,Male,City49,PayPal,Express
Electronics,183.39,1,Wrong item,Returned,20,Male,City66,Debit Card,Express
Clothing,342.24,5,Wrong item,Returned,24,Male,City12,Credit Card,Next-Day
Clothing,313.31,2,Changed mind,Returned,63,Female,City17,Credit Card,Express
Books,411.22,2,Changed mind,Returned,27,Male,City18,Gift Card,Express
Home,25.73,5,Changed mind,Returned,33,Male,City81,Credit Card,Express
Toys,215.72,2,Defective,Returned,22,Male,City37,Gift Card,Express
Toys,408.4,4,Changed mind,Returned,39,Female,City81,PayPal,Standard
Clothing,455.74,5,,Not Returned,42,Female,City52,Credit Card,Express
Clothing,28.66,5,Not as described,Returned,28,Female,City57,PayPal,Express
Clothing,480.9,4,,Not Returned,60,Male,City89,Credit Card,Express
Home,433,5,Defective,Returned,55,Female,City36,Credit Card,Next-Day
Home,266.57,1,Wrong item,Returned,53,Male,City50,PayPal,Next-Day
Home,210.68,4,Changed mind,Returned,26,Male,City90,PayPal,Express
Home,116.58,3,,Not Returned,20,Male,City69,Debit Card,Standard
Electronics,116.14,3,,Not Returned,23,Male,City2,PayPal,Next-Day
Electronics,475.84,2,,Not Returned,63,Male,City10,Debit Card,Next-Day
Electronics,23.29,2,,Not Returned,43,Male,City9,Debit Card,Next-Day
Home,324.93,3,Wrong item,Returned,54,Male,City4,PayPal,Express
Books,239.72,4,,Not Returned,61,Male,City72,PayPal,Express
Books,55.22,1,Not as described,Returned,38,Male,City16,Credit Card,Standard
Books,234.16,5,,Not Returned,62,Female,City30,PayPal,Express
Home,129.2,4,Changed mind,Returned,54,Female,City11,Debit Card,Next-Day
Books,119.47,5,Defective,Returned,22,Female,City32,Credit Card,Next-Day
Books,389.48,4,Defective,Returned,43,Female,City34,Gift Card,Next-Day
Clothing,403.1,1,Wrong item,Returned,22,Female,City55,Debit Card,Next-Day
Clothing,360.79,3,Wrong item,Returned,55,Male,City26,Debit Card,Express
Books,392.08,5,,Not Returned,63,Female,City89,Gift Card,Next-Day
Books,49.67,5,Not as described,Returned,18,Male,City49,Gift Card,Express
Toys,288.02,1,,Not Returned,33,Female,City8,Debit Card,Express
Clothing,322.22,2,Not as described,Returned,26,Female,City59,Debit Card,Express
Books,201.09,4,Changed mind,Returned,57,Male,City95,Debit Card,Express
Toys,210.92,4,,Not Returned,44,Male,City22,PayPal,Standard
Clothing,408.87,2,Defective,Returned,22,Female,City42,Debit Card,Next-Day
Home,429.38,5,Changed mind,Returned,28,Male,City43,Debit Card,Express
Books,223.96,2,Wrong item,Returned,20,Female,City87,Gift Card,Standard
Books,119.43,3,,Not Returned,49,Male,City58,Debit Card,Standard
Toys,94.84,2,Not as described,Returned,47,Female,City6,Credit Card,Express
Electronics,499.71,2,Defective,Returned,55,Male,City69,Credit Card,Next-Day
Electronics,396.76,4,,Not Returned,27,Male,City10,Debit Card,Standard
Electronics,496.73,3,,Not Returned,70,Male,City5,Credit Card,Express
Clothing,115.78,2,,Not Returned,61,Female,City92,Credit Card,Next-Day
Electronics,230.22,1,Defective,Returned,43,Female,City67,PayPal,Standard
Home,368.87,2,,Not Returned,24,Male,City38,PayPal,Express
Home,396.86,3,,Not Returned,45,Male,City23,Gift Card,Next-Day
Clothing,439.19,5,,Not Returned,63,Male,City31,Credit Card,Express
Toys,280.32,2,Defective,Returned,56,Male,City100,Credit Card,Next-Day
Clothing,271.44,5,Defective,Returned,68,Female,City71,PayPal,Next-Day
Toys,178.29,3,,Not Returned,20,Male,City45,PayPal,Next-Day
Toys,131.25,5,,Not Returned,26,Male,City91,PayPal,Standard
Electronics,16.36,3,Defective,Returned,20,Male,City68,PayPal,Next-Day
Books,181.39,5,Wrong item,Returned,62,Female,City68,PayPal,Standard
Toys,414.31,3,Wrong item,Returned,36,Male,City45,Credit Card,Standard
Toys,318.97,3,,Not Returned,28,Female,City58,Debit Card,Express
Electronics,337.04,1,,Not Returned,48,Male,City46,PayPal,Standard
Books,263.53,3,Not as described,Returned,50,Male,City43,Debit Card,Next-Day
Toys,388.36,3,,Not Returned,58,Male,City46,Credit Card,Standard
Toys,430.82,1,Defective,Returned,50,Female,City47,Credit Card,Express
Books,352.57,1,,Not Returned,40,Male,City48,PayPal,Standard
Books,339.87,3,Defective,Returned,24,Male,City45,Debit Card,Next-Day
Books,73.33,5,,Not Returned,38,Male,City87,PayPal,Standard
Home,49.96,2,Wrong item,Returned,53,Male,City78,Debit Card,Standard
Home,482.35,5,,Not Returned,32,Male,City54,PayPal,Express
Books,374.06,5,,Not Returned,50,Female,City27,Gift Card,Next-Day
Clothing,446.15,3,,Not Returned,38,Male,City26,Credit Card,Standard
Clothing,439.17,2,,Not Returned,30,Male,City60,Gift Card,Standard
Books,8.78,1,,Not Returned,44,Female,City93,PayPal,Express
Home,307.99,1,,Not Returned,32,Male,City61,Debit Card,Next-Day
Toys,55.94,4,Changed mind,Returned,59,Male,City68,Credit Card,Next-Day
Toys,83.83,5,Defective,Returned,19,Female,City98,Debit Card,Next-Day
Toys,344.95,3,,Not Returned,60,Male,City59,Gift Card,Standard
Books,25.46,5,Changed mind,Returned,43,Male,City7,PayPal,Standard
Toys,334.67,5,Changed mind,Returned,52,Female,City53,Debit Card,Express
Electronics,424.58,2,,Not Returned,57,Female,City63,Credit Card,Standard
Electronics,58.55,5,,Not Returned,70,Female,City25,Gift Card,Express
Home,481.37,4,Defective,Returned,69,Female,City11,Gift Card,Standard
Electronics,217.49,3,Defective,Returned,68,Male,City41,Credit Card,Express
Clothing,248.41,2,,Not Returned,30,Male,City1,Gift Card,Next-Day
Home,194.58,2,,Not Returned,22,Male,City96,Gift Card,Next-Day
Home,392.45,5,,Not Returned,61,Female,City26,Debit Card,Standard
Home,332.72,3,,Not Returned,28,Female,City55,Debit Card,Next-Day
Home,395.52,4,,Not Returned,51,Male,City20,Gift Card,Express
Electronics,454.54,3,Defective,Returned,35,Male,City81,PayPal,Next-Day
Clothing,174.62,2,Defective,Returned,65,Female,City81,Debit Card,Express
Home,494.77,1,Wrong item,Returned,19,Female,City38,PayPal,Express
Home,418.93,2,Not as described,Returned,66,Male,City18,Credit Card,Next-Day
Home,72.06,4,,Not Returned,69,Female,City90,Debit Card,Next-Day
Books,335.82,3,,Not Returned,35,Male,City51,Gift Card,Next-Day
Toys,482.05,4,Changed mind,Returned,23,Male,City13,Gift Card,Express
Toys,449.8,5,,Not Returned,60,Male,City26,Credit Card,Next-Day
Electronics,231.2,2,,Not Returned,24,Female,City70,PayPal,Next-Day
Clothing,34.48,4,,Not Returned,22,Female,City20,Credit Card,Standard
Home,220.17,1,Not as described,Returned,44,Female,City26,Debit Card,Standard
Electronics,180.63,1,Wrong item,Returned,44,Male,City1,PayPal,Next-Day
Electronics,312.27,2,,Not Returned,68,Male,City14,Gift Card,Standard
Books,276.31,1,,Not Returned,24,Female,City5,PayPal,Next-Day
Electronics,466.88,5,,Not Returned,63,Female,City80,Credit Card,Express
Home,96.72,2,Not as described,Returned,70,Female,City79,PayPal,Next-Day
Electronics,138.89,2,,Not Returned,27,Male,City85,PayPal,Express
Toys,138.21,2,,Not Returned,53,Female,City97,PayPal,Express
Electronics,431.94,1,Wrong item,Returned,59,Male,City90,PayPal,Next-Day
Toys,308.47,4,,Not Returned,69,Male,City91,Debit Card,Next-Day
Electronics,488.17,1,,Not Returned,36,Female,City25,Gift Card,Standard
Clothing,208.08,5,,Not Returned,26,Female,City50,Credit Card,Standard
Toys,221.77,5,Defective,Returned,57,Male,City55,Gift Card,Express
Books,467.96,5,Not as described,Returned,26,Female,City21,Gift Card,Next-Day
Toys,256.75,1,,Not Returned,35,Male,City1,PayPal,Next-Day
Electronics,283.21,5,,Not Returned,26,Female,City21,PayPal,Next-Day
Clothing,379.71,2,,Not Returned,44,Male,City30,Debit Card,Standard
Books,230.78,4,Not as described,Returned,42,Male,City50,PayPal,Standard
Clothing,200.59,2,,Not Returned,53,Female,City14,Credit Card,Next-Day
Toys,10.58,4,Changed mind,Returned,19,Male,City58,Credit Card,Next-Day
Home,20.61,4,Wrong item,Returned,34,Male,City51,Gift Card,Standard
Books,386.65,5,,Not Returned,31,Male,City17,Gift Card,Express
Clothing,183.43,2,Changed mind,Returned,23,Male,City80,Credit Card,Express
Clothing,37.68,5,Not as described,Returned,31,Male,City61,Gift Card,Next-Day
Electronics,82.33,4,,Not Returned,35,Female,City64,Gift Card,Standard
Home,200.16,4,Wrong item,Returned,25,Male,City54,Debit Card,Next-Day
Clothing,161.53,5,,Not Returned,59,Male,City52,PayPal,Express
Clothing,169.89,5,,Not Returned,30,Female,City33,PayPal,Next-Day
Toys,414.52,3,Changed mind,Returned,47,Male,City25,Credit Card,Standard
Electronics,51.32,1,Changed mind,Returned,41,Female,City85,Gift Card,Standard
Home,491.33,5,Defective,Returned,58,Male,City93,Credit Card,Standard
Electronics,312.73,5,,Not Returned,67,Female,City94,Gift Card,Express
Clothing,204.44,5,Not as described,Returned,63,Male,City41,Credit Card,Next-Day
Books,199.03,3,,Not Returned,60,Male,City26,PayPal,Standard
Books,415.42,5,,Not Returned,34,Male,City54,Debit Card,Standard
Electronics,292.33,5,,Not Returned,44,Female,City84,Credit Card,Next-Day
Electronics,312.45,4,Wrong item,Returned,68,Male,City17,Debit Card,Next-Day
Books,250.32,4,Changed mind,Returned,70,Male,City25,Credit Card,Standard
Toys,205.64,5,Defective,Returned,38,Male,City19,PayPal,Standard
Home,28.14,3,,Not Returned,67,Male,City93,Gift Card,Next-Day
Electronics,345,2,Defective,Returned,47,Male,City74,PayPal,Next-Day
Electronics,156.65,2,Defective,Returned,51,Female,City71,PayPal,Next-Day
Clothing,255.03,3,,Not Returned,29,Female,City9,Gift Card,Standard
Books,385.22,2,Not as described,Returned,31,Male,City91,Gift Card,Next-Day
Electronics,268.47,2,,Not Returned,45,Female,City100,PayPal,Express
Books,491.24,4,Changed mind,Returned,37,Female,City19,Credit Card,Standard
Toys,464.83,5,,Not Returned,41,Female,City69,Gift Card,Standard
Home,310.55,5,Not as described,Returned,19,Female,City84,Credit Card,Express
Electronics,493.97,3,,Not Returned,56,Female,City34,Debit Card,Express
Books,206.72,5,,Not Returned,65,Female,City79,Debit Card,Next-Day
Books,240.84,1,,Not Returned,46,Female,City85,PayPal,Next-Day
Books,283.8,1,,Not Returned,51,Female,City36,PayPal,Next-Day
Toys,181.49,1,,Not Returned,44,Male,City82,PayPal,Next-Day
Clothing,368.99,1,Wrong item,Returned,29,Male,City12,Debit Card,Next-Day
Toys,258.35,2,Defective,Returned,46,Female,City41,PayPal,Express
Books,17.47,1,Defective,Returned,23,Male,City78,Debit Card,Standard
Books,159.99,1,Defective,Returned,34,Male,City100,Gift Card,Express
Clothing,86.58,4,Changed mind,Returned,62,Female,City23,PayPal,Standard
Home,136.93,5,Changed mind,Returned,24,Male,City92,Credit Card,Express
Home,168.22,4,Not as described,Returned,23,Male,City25,PayPal,Next-Day
Electronics,211.2,2,,Not Returned,39,Female,City72,PayPal,Next-Day
Clothing,11.25,5,,Not Returned,29,Male,City73,PayPal,Next-Day
Clothing,438.28,5,Not as described,Returned,63,Female,City44,PayPal,Express
Home,459.66,5,,Not Returned,46,Female,City83,Credit Card,Next-Day
Electronics,332.81,2,,Not Returned,35,Female,City18,Gift Card,Standard
Home,426.01,3,Not as described,Returned,49,Female,City23,Credit Card,Standard
Toys,317.45,5,,Not Returned,50,Female,City93,PayPal,Standard
Toys,297.13,5,Wrong item,Returned,27,Male,City36,Debit Card,Next-Day
Home,203.92,1,,Not Returned,28,Female,City17,PayPal,Express
Books,311.99,3,Defective,Returned,31,Male,City35,PayPal,Express
Home,29.09,3,,Not Returned,35,Male,City40,Gift Card,Next-Day
Home,367.55,3,Defective,Returned,35,Female,City2,Gift Card,Standard
Toys,114.58,2,Defective,Returned,47,Male,City2,Credit Card,Express
Electronics,199.31,3,Defective,Returned,51,Male,City71,Credit Card,Express
Electronics,118.75,1,,Not Returned,28,Female,City4,PayPal,Standard
Electronics,398.15,3,,Not Returned,32,Female,City26,Credit Card,Standard
Toys,79.94,2,Changed mind,Returned,61,Female,City45,Credit Card,Standard
Books,243.32,5,Changed mind,Returned,58,Male,City30,Debit Card,Express
Home,216.48,1,,Not Returned,47,Male,City61,Debit Card,Next-Day
